"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
4.226874741E3,4.301466155E1,1.379455021E1,3.130665793E2,3.573391113E2,9.499999881E-1,5.059999847E1,4.557539490E0,3.790092468E0,3.000000000E0,2.500000000E1
4.227878932E3,4.301467062E1,1.379455795E1,3.127765948E2,3.570490723E2,9.300000072E-1,3.620000076E1,4.558573781E0,3.790092468E0,3.000000000E0,2.500000000E1
4.228870726E3,4.301467921E1,1.379456283E1,3.122311062E2,3.565035400E2,9.399999976E-1,3.459999847E1,4.559754376E0,3.790092468E0,3.000000000E0,2.500000000E1
4.229869225E3,4.301468917E1,1.379456786E1,3.126192163E2,3.568916016E2,9.900000095E-1,3.240000153E1,4.561040301E0,3.790092468E0,3.000000000E0,2.500000000E1
4.230865727E3,4.301469932E1,1.379457544E1,3.127551380E2,3.570274658E2,1.080000043E0,3.179999924E1,4.562227401E0,3.790092468E0,3.000000000E0,2.500000000E1
4.231870632E3,4.301470913E1,1.379458120E1,3.130372930E2,3.573095703E2,9.499999881E-1,2.779999924E1,4.563296006E0,3.790092468E0,3.000000000E0,2.500000000E1
4.232868143E3,4.301471725E1,1.379458823E1,3.132249642E2,3.574971924E2,9.499999881E-1,3.160000038E1,4.564431603E0,3.790092468E0,3.000000000E0,2.500000000E1
4.233869440E3,4.301472532E1,1.379459679E1,3.133342711E2,3.576064453E2,9.900000095E-1,3.659999847E1,4.565808802E0,3.790092468E0,3.000000000E0,2.500000000E1
4.234875806E3,4.301473584E1,1.379460573E1,3.136638631E2,3.579359741E2,9.900000095E-1,3.259999847E1,4.567123679E0,3.790092468E0,3.000000000E0,2.500000000E1
4.235871100E3,4.301474590E1,1.379461423E1,3.142129346E2,3.584849854E2,1.039999962E0,2.939999962E1,4.568677052E0,3.790092468E0,3.000000000E0,2.500000000E1
4.236876067E3,4.301475825E1,1.379462316E1,3.141840729E2,3.584560547E2,1.220000029E0,2.289999962E1,4.569860507E0,3.790092468E0,3.000000000E0,2.500000000E1
4.237869830E3,4.301476804E1,1.379462887E1,3.138567305E2,3.581286621E2,9.800000191E-1,2.070000076E1,4.570989784E0,3.790092468E0,3.000000000E0,2.500000000E1
4.238869641E3,4.301477692E1,1.379463561E1,3.136807558E2,3.579526367E2,9.900000095E-1,3.129999924E1,4.572116621E0,3.790092468E0,3.000000000E0,2.500000000E1
4.239864058E3,4.301478538E1,1.379464324E1,3.136341771E2,3.579060059E2,1.000000000E0,3.270000076E1,4.573298928E0,3.790092468E0,3.000000000E0,2.500000000E1
4.240863904E3,4.301479298E1,1.379465341E1,3.136940494E2,3.579658203E2,1.000000000E0,4.150000000E1,4.574506578E0,3.790092468E0,3.000000000E0,2.500000000E1
4.241874536E3,4.301480162E1,1.379466241E1,3.138476711E2,3.581193848E2,1.009999990E0,2.920000076E1,4.575722880E0,3.790092468E0,3.000000000E0,2.500000000E1
4.242874582E3,4.301481199E1,1.379466717E1,3.136235990E2,3.578952637E2,1.019999981E0,1.410000038E1,4.576918013E0,3.790092468E0,3.000000000E0,2.500000000E1
4.243867300E3,4.301482232E1,1.379467123E1,3.140129278E2,3.582845459E2,1.029999971E0,1.100000000E1,4.578187880E0,3.790092468E0,3.000000000E0,2.500000000E1
4.244869379E3,4.301483254E1,1.379467820E1,3.136786939E2,3.579502563E2,1.019999981E0,2.760000038E1,4.579424569E0,3.790092468E0,3.000000000E0,2.500000000E1
4.245871383E3,4.301484276E1,1.379468420E1,3.138067372E2,3.580782471E2,1.009999990E0,2.320000076E1,4.580851022E0,3.790092468E0,3.000000000E0,2.500000000E1
4.246868854E3,4.301485489E1,1.379468991E1,3.139591997E2,3.582306519E2,1.059999943E0,1.720000076E1,4.582199098E0,3.790092468E0,3.000000000E0,2.500000000E1
4.247869586E3,4.301486628E1,1.379469559E1,3.143035543E2,3.585749512E2,1.009999990E0,1.789999962E1,4.583423767E0,3.790092468E0,3.000000000E0,2.500000000E1
4.248871608E3,4.301487663E1,1.379470074E1,3.146091464E2,3.588804932E2,1.019999981E0,1.650000000E1,4.584748733E0,3.790092468E0,3.000000000E0,2.500000000E1
4.249871112E3,4.301488770E1,1.379470677E1,3.146377662E2,3.589090576E2,1.029999971E0,2.339999962E1,4.586024112E0,3.790092468E0,3.000000000E0,2.500000000E1
4.250868752E3,4.301489867E1,1.379471135E1,3.150176993E2,3.592889404E2,1.029999971E0,2.229999924E1,4.587440799E0,3.790092468E0,3.000000000E0,2.500000000E1
4.251866882E3,4.301491089E1,1.379471628E1,3.148209164E2,3.590921021E2,1.049999952E0,1.800000000E1,4.588787386E0,3.790092468E0,3.000000000E0,2.500000000E1
4.252878745E3,4.301492230E1,1.379472183E1,3.148473995E2,3.591185303E2,1.049999952E0,1.770000076E1,4.590216899E0,3.790092468E0,3.000000000E0,2.500000000E1
4.253874907E3,4.301493500E1,1.379472456E1,3.138086920E2,3.580797729E2,1.070000052E0,1.469999981E1,4.591589072E0,3.790092468E0,3.000000000E0,2.500000000E1
4.254867835E3,4.301494702E1,1.379472838E1,3.141954009E2,3.584664307E2,1.139999986E0,2.260000038E1,4.593089094E0,3.790092468E0,3.000000000E0,2.500000000E1
4.255870247E3,4.301496034E1,1.379473130E1,3.127585636E2,3.570295410E2,1.139999986E0,9.800000191E0,4.594714780E0,3.790092468E0,3.000000000E0,2.500000000E1
4.256869681E3,4.301497496E1,1.379473121E1,3.124646650E2,3.567355957E2,1.250000000E0,6.400000095E0,4.596004561E0,3.790092468E0,3.000000000E0,2.500000000E1
4.257865165E3,4.301498634E1,1.379473428E1,3.128829246E2,3.571538086E2,1.149999976E0,1.960000038E1,4.597342474E0,3.790092468E0,3.000000000E0,2.500000000E1
4.258880277E3,4.301499793E1,1.379473870E1,3.126399344E2,3.569107666E2,1.149999976E0,2.839999962E1,4.598731308E0,3.790092468E0,3.000000000E0,2.500000000E1
4.259869294E3,4.301501042E1,1.379473864E1,3.120074060E2,3.562781982E2,1.149999976E0,1.920000076E1,4.600093444E0,3.790092468E0,3.000000000E0,2.500000000E1
4.260868764E3,4.301502256E1,1.379474088E1,3.120581115E2,3.563288574E2,1.159999967E0,1.920000076E1,4.601657804E0,3.790092468E0,3.000000000E0,2.500000000E1
4.261871814E3,4.301503661E1,1.379474187E1,3.127406551E2,3.570113525E2,1.360000014E0,1.050000000E1,4.603004918E0,3.790092468E0,3.000000000E0,2.500000000E1
4.262869123E3,4.301504853E1,1.379474483E1,3.119041552E2,3.561748047E2,1.190000057E0,1.860000038E1,4.604659417E0,3.790092468E0,3.000000000E0,2.500000000E1
4.263866901E3,4.301506300E1,1.379474957E1,3.115122495E2,3.557828369E2,1.409999967E0,2.000000000E1,4.606049412E0,3.790092468E0,3.000000000E0,2.400000000E1
4.264870604E3,4.301507511E1,1.379475381E1,3.110964698E2,3.553670044E2,1.210000038E0,2.000000000E1,4.607457219E0,3.790092468E0,3.000000000E0,2.500000000E1
4.265871141E3,4.301508743E1,1.379475780E1,3.106202652E2,3.548907471E2,1.210000038E0,1.670000076E1,4.608879269E0,3.790092468E0,3.000000000E0,2.500000000E1
4.266869494E3,4.301510008E1,1.379476037E1,3.105642840E2,3.548347168E2,1.220000029E0,8.399999619E0,4.610377910E0,3.790092468E0,3.000000000E0,2.500000000E1
4.267878175E3,4.301511249E1,1.379476756E1,3.102664960E2,3.545368652E2,1.220000029E0,2.770000076E1,4.611822627E0,3.790092468E0,3.000000000E0,2.500000000E1
4.268866098E3,4.301512441E1,1.379477463E1,3.103768480E2,3.546471558E2,1.220000029E0,2.550000000E1,4.613289638E0,3.790092468E0,3.000000000E0,2.500000000E1
4.269861402E3,4.301513693E1,1.379478032E1,3.101034084E2,3.543736572E2,1.220000029E0,2.420000076E1,4.614709512E0,3.790092468E0,3.000000000E0,2.500000000E1
4.270878547E3,4.301514858E1,1.379478747E1,3.104065698E2,3.546767578E2,1.210000038E0,2.260000038E1,4.616048682E0,3.790092468E0,3.000000000E0,2.500000000E1
4.271874249E3,4.301516035E1,1.379479096E1,3.109228545E2,3.551929932E2,1.279999971E0,1.110000038E1,4.617314422E0,3.790092468E0,3.000000000E0,2.500000000E1
4.272878232E3,4.301517015E1,1.379479888E1,3.112201532E2,3.554902344E2,1.240000010E0,3.929999924E1,4.618610800E0,3.790092468E0,3.000000000E0,2.500000000E1
4.273878504E3,4.301518014E1,1.379480710E1,3.115681737E2,3.558381958E2,1.259999990E0,3.590000153E1,4.619837030E0,3.790092468E0,3.000000000E0,2.500000000E1
4.274870105E3,4.301519007E1,1.379481366E1,3.112935079E2,3.555634766E2,1.159999967E0,3.120000076E1,4.621217939E0,3.790092468E0,3.000000000E0,2.500000000E1
4.275865644E3,4.301519843E1,1.379482622E1,3.113786589E2,3.556485596E2,1.299999952E0,5.790000153E1,4.622900444E0,3.790092468E0,3.000000000E0,2.500000000E1
4.276871094E3,4.301521329E1,1.379483012E1,3.114990808E2,3.557689209E2,1.509999990E0,1.510000038E1,4.624196468E0,3.790092468E0,3.000000000E0,2.500000000E1
4.277873918E3,4.301522472E1,1.379483324E1,3.115505194E2,3.558203125E2,1.139999986E0,1.889999962E1,4.625466757E0,3.790092468E0,3.000000000E0,2.500000000E1
4.278880486E3,4.301523605E1,1.379483524E1,3.116900887E2,3.559598389E2,1.139999986E0,1.500000000E1,4.626861245E0,3.790092468E0,3.000000000E0,2.500000000E1
4.279875092E3,4.301524786E1,1.379484101E1,3.120760099E2,3.563457031E2,1.169999957E0,2.310000038E1,4.628132055E0,3.790092468E0,3.000000000E0,2.500000000E1
4.280867592E3,4.301525770E1,1.379484896E1,3.126071955E2,3.568768311E2,1.159999967E0,3.350000000E1,4.629326818E0,3.790092468E0,3.000000000E0,2.500000000E1
4.281875164E3,4.301526591E1,1.379485844E1,3.121706685E2,3.564402466E2,1.139999986E0,4.290000153E1,4.630535923E0,3.790092468E0,3.000000000E0,2.500000000E1
4.282869362E3,4.301527540E1,1.379486570E1,3.122010573E2,3.564705811E2,1.149999976E0,3.650000000E1,4.631828694E0,3.790092468E0,3.000000000E0,2.500000000E1
4.283868565E3,4.301528670E1,1.379486944E1,3.123464916E2,3.566159668E2,1.220000029E0,1.700000000E1,4.633187606E0,3.790092468E0,3.000000000E0,2.500000000E1
4.284875597E3,4.301529709E1,1.379486064E1,3.125480343E2,3.568175049E2,1.200000048E0,3.181000061E2,4.635563939E0,3.790092468E0,3.000000000E0,2.500000000E1
4.285872340E3,4.301529258E1,1.379483207E1,3.126577894E2,3.569273682E2,1.279999971E0,2.523999939E2,4.637337810E0,3.790092468E0,3.000000000E0,2.500000000E1
4.286868439E3,4.301528285E1,1.379481478E1,3.123394641E2,3.566091309E2,1.379999995E0,2.281999969E2,4.638794795E0,3.790092468E0,3.000000000E0,2.500000000E1
4.287873997E3,4.301527037E1,1.379480932E1,3.115179950E2,3.557877197E2,0.000000000E0,0.000000000E0,4.639026344E0,3.790092468E0,3.000000000E0,2.500000000E1
4.288878341E3,4.301526830E1,1.379480901E1,3.117960635E2,3.560657959E2,0.000000000E0,0.000000000E0,4.639223885E0,3.790092468E0,3.000000000E0,2.400000000E1
4.289877697E3,4.301526662E1,1.379480980E1,3.118160192E2,3.560857544E2,0.000000000E0,0.000000000E0,4.639278573E0,3.790092468E0,3.000000000E0,2.400000000E1
4.290875514E3,4.301526620E1,1.379481015E1,3.118217563E2,3.560914917E2,0.000000000E0,0.000000000E0,4.639295077E0,3.790092468E0,3.000000000E0,2.400000000E1
4.291875296E3,4.301526610E1,1.379481030E1,3.118281651E2,3.560979004E2,0.000000000E0,0.000000000E0,4.639818931E0,3.790092468E0,3.000000000E0,2.400000000E1
4.292871654E3,4.301526625E1,1.379481674E1,3.120957648E2,3.563654785E2,4.000000060E-1,1.049000015E2,4.640724611E0,3.790092468E0,3.000000000E0,2.500000000E1
4.293869364E3,4.301526859E1,1.379482741E1,3.116300481E2,3.558997192E2,6.800000072E-1,8.650000000E1,4.641755585E0,3.790092468E0,3.000000000E0,2.500000000E1
4.294872446E3,4.301527369E1,1.379483800E1,3.112586392E2,3.555282593E2,6.200000048E-1,6.329999924E1,4.644072746E0,3.790092468E0,3.000000000E0,2.500000000E1
4.295870922E3,4.301526542E1,1.379486416E1,3.114722604E2,3.557418213E2,1.309999943E0,1.264000015E2,4.646510339E0,3.790092468E0,3.000000000E0,2.500000000E1
4.296868759E3,4.301527352E1,1.379489202E1,3.123773460E2,3.566467896E2,2.480000019E0,6.580000305E1,4.648056617E0,3.790092468E0,3.000000000E0,2.500000000E1
4.297872610E3,4.301528647E1,1.379489895E1,3.122143855E2,3.564837646E2,1.399999976E0,2.739999962E1,4.649678956E0,3.790092468E0,3.000000000E0,2.500000000E1
4.298875221E3,4.301530008E1,1.379490614E1,3.116673947E2,3.559367065E2,1.330000043E0,3.550000000E1,4.651216507E0,3.790092468E0,3.000000000E0,2.500000000E1
4.299873773E3,4.301531266E1,1.379491399E1,3.116068529E2,3.558760986E2,1.289999962E0,3.220000076E1,4.652703783E0,3.790092468E0,3.000000000E0,2.500000000E1
4.300866075E3,4.301532462E1,1.379492218E1,3.116312102E2,3.559003906E2,1.279999971E0,3.470000076E1,4.653988129E0,3.790092468E0,3.000000000E0,2.500000000E1
4.301870733E3,4.301533496E1,1.379492922E1,3.118055829E2,3.560747070E2,1.129999995E0,3.120000076E1,4.655433721E0,3.790092468E0,3.000000000E0,2.500000000E1
4.302878229E3,4.301534692E1,1.379493619E1,3.115575974E2,3.558266602E2,1.389999986E0,3.029999924E1,4.656887181E0,3.790092468E0,3.000000000E0,2.500000000E1
4.303865560E3,4.301535858E1,1.379494427E1,3.130165236E2,3.572855225E2,1.230000019E0,3.120000076E1,4.658330144E0,3.790092468E0,3.000000000E0,2.500000000E1
4.304871819E3,4.301536973E1,1.379495335E1,3.124462767E2,3.567152100E2,1.340000033E0,3.350000000E1,4.659744454E0,3.790092468E0,3.000000000E0,2.500000000E1
4.305869661E3,4.301538074E1,1.379496206E1,3.122262479E2,3.564951172E2,1.250000000E0,2.970000076E1,4.661087100E0,3.790092468E0,3.000000000E0,2.400000000E1
4.306869994E3,4.301539120E1,1.379497031E1,3.124015405E2,3.566703491E2,1.210000038E0,3.250000000E1,4.662582430E0,3.790092468E0,3.000000000E0,2.400000000E1
4.307876676E3,4.301540004E1,1.379498417E1,3.129644195E2,3.572331543E2,1.259999990E0,5.059999847E1,4.663916330E0,3.790092468E0,3.000000000E0,2.400000000E1
4.308872898E3,4.301540802E1,1.379499642E1,3.130123369E2,3.572810059E2,1.200000048E0,4.029999924E1,4.665022978E0,3.790092468E0,3.000000000E0,2.400000000E1
4.309870564E3,4.301541456E1,1.379500668E1,3.137630629E2,3.580316772E2,1.129999995E0,4.470000076E1,4.666241656E0,3.790092468E0,3.000000000E0,2.400000000E1
4.310873415E3,4.301542236E1,1.379501721E1,3.129271240E2,3.571956787E2,1.190000057E0,5.250000000E1,4.667462078E0,3.790092468E0,3.000000000E0,2.400000000E1
4.311871556E3,4.301543188E1,1.379502468E1,3.126606386E2,3.569291382E2,1.129999995E0,3.879999924E1,4.668556527E0,3.790092468E0,3.000000000E0,2.400000000E1
4.312867147E3,4.301544034E1,1.379503156E1,3.118996409E2,3.561680908E2,1.090000033E0,4.450000000E1,4.669671124E0,3.790092468E0,3.000000000E0,2.300000000E1
4.313870051E3,4.301544785E1,1.379504064E1,3.117309937E2,3.559993896E2,1.090000033E0,5.800000000E1,4.670827294E0,3.790092468E0,3.000000000E0,2.300000000E1
4.314872596E3,4.301545508E1,1.379505086E1,3.117447223E2,3.560130615E2,1.090000033E0,5.640000153E1,4.672125365E0,3.790092468E0,3.000000000E0,2.300000000E1
4.315868411E3,4.301546283E1,1.379506280E1,3.116589709E2,3.559272461E2,1.110000014E0,5.020000076E1,4.673485425E0,3.790092468E0,3.000000000E0,2.300000000E1
4.316872894E3,4.301547112E1,1.379507510E1,3.114926560E2,3.557608643E2,1.120000005E0,5.120000076E1,4.674773932E0,3.790092468E0,3.000000000E0,2.300000000E1
4.317872328E3,4.301547780E1,1.379508805E1,3.108511184E2,3.551192627E2,1.120000005E0,5.500000000E1,4.676056038E0,3.790092468E0,3.000000000E0,2.300000000E1
4.318867968E3,4.301548507E1,1.379510029E1,3.108760842E2,3.551441650E2,1.120000005E0,5.640000153E1,4.677393373E0,3.790092468E0,3.000000000E0,2.300000000E1
4.319872199E3,4.301549281E1,1.379511288E1,3.105968535E2,3.548648682E2,1.129999995E0,4.879999924E1,4.678763473E0,3.790092468E0,3.000000000E0,2.300000000E1
4.320869092E3,4.301549858E1,1.379512777E1,3.110759247E2,3.553438721E2,1.129999995E0,6.509999847E1,4.680233149E0,3.790092468E0,3.000000000E0,2.300000000E1
4.321872212E3,4.301550800E1,1.379514045E1,3.108187944E2,3.550866699E2,1.240000010E0,4.090000153E1,4.681526443E0,3.790092468E0,3.000000000E0,2.300000000E1
4.322877747E3,4.301551571E1,1.379515236E1,3.104238387E2,3.546916504E2,1.149999976E0,5.540000153E1,4.682720789E0,3.790092468E0,3.000000000E0,2.300000000E1
4.323874871E3,4.301552122E1,1.379516497E1,3.101112756E2,3.543790283E2,1.080000043E0,5.679999924E1,4.683845298E0,3.790092468E0,3.000000000E0,2.300000000E1
4.324877928E3,4.301552570E1,1.379517737E1,3.105202662E2,3.547879639E2,1.090000033E0,6.009999847E1,4.685072235E0,3.790092468E0,3.000000000E0,2.300000000E1
4.325879996E3,4.301553039E1,1.379519103E1,3.102094130E2,3.544770508E2,1.070000052E0,6.890000153E1,4.686338486E0,3.790092468E0,3.000000000E0,2.300000000E1
4.326870901E3,4.301553582E1,1.379520472E1,3.102487819E2,3.545163574E2,1.049999952E0,6.580000305E1,4.687381239E0,3.790092468E0,3.000000000E0,2.300000000E1
4.327874867E3,4.301554063E1,1.379521573E1,3.102212456E2,3.544887695E2,1.049999952E0,6.259999847E1,4.688389701E0,3.790092468E0,3.000000000E0,2.300000000E1
4.328878842E3,4.301554534E1,1.379522633E1,3.103980533E2,3.546655273E2,9.499999881E-1,5.690000153E1,4.689549916E0,3.790092468E0,3.000000000E0,2.400000000E1
4.329874080E3,4.301555175E1,1.379523759E1,3.107489409E2,3.550163574E2,1.029999971E0,5.690000153E1,4.690658670E0,3.790092468E0,3.000000000E0,2.400000000E1
4.330871449E3,4.301555746E1,1.379524877E1,3.103508635E2,3.546182251E2,1.019999981E0,5.979999924E1,4.691715073E0,3.790092468E0,3.000000000E0,2.400000000E1
4.331871947E3,4.301556262E1,1.379525968E1,3.101704349E2,3.544377441E2,1.019999981E0,6.150000000E1,4.692876524E0,3.790092468E0,3.000000000E0,2.400000000E1
4.332872812E3,4.301556553E1,1.379527340E1,3.093219175E2,3.535891724E2,1.019999981E0,7.609999847E1,4.694129166E0,3.790092468E0,3.000000000E0,2.400000000E1
4.333874440E3,4.301557042E1,1.379528728E1,3.093586608E2,3.536258545E2,1.019999981E0,6.830000305E1,4.695459872E0,3.790092468E0,3.000000000E0,2.400000000E1
4.334871667E3,4.301557938E1,1.379529813E1,3.091419893E2,3.534091187E2,1.139999986E0,4.059999847E1,4.696622890E0,3.790092468E0,3.000000000E0,2.400000000E1
4.335878287E3,4.301558604E1,1.379530916E1,3.087214536E2,3.529885254E2,1.029999971E0,5.209999847E1,4.697874847E0,3.790092468E0,3.000000000E0,2.400000000E1
4.336870520E3,4.301559291E1,1.379532136E1,3.085965156E2,3.528635254E2,1.070000052E0,5.290000153E1,4.699095350E0,3.790092468E0,3.000000000E0,2.400000000E1
4.337875168E3,4.301559743E1,1.379533504E1,3.082102835E2,3.524772339E2,1.070000052E0,6.619999695E1,4.700379334E0,3.790092468E0,3.000000000E0,2.400000000E1
4.338866125E3,4.301560138E1,1.379534988E1,3.083933893E2,3.526602783E2,1.149999976E0,7.250000000E1,4.701687753E0,3.790092468E0,3.000000000E0,2.400000000E1
4.339868741E3,4.301560774E1,1.379536342E1,3.077140107E2,3.519808350E2,1.120000005E0,6.759999847E1,4.702943795E0,3.790092468E0,3.000000000E0,2.300000000E1
4.340868953E3,4.301561267E1,1.379537732E1,3.077312840E2,3.519980469E2,1.110000014E0,7.280000305E1,4.704177666E0,3.790092468E0,3.000000000E0,2.300000000E1
4.341866909E3,4.301561752E1,1.379539097E1,3.076583463E2,3.519250488E2,1.110000014E0,6.450000000E1,4.705367803E0,3.790092468E0,3.000000000E0,2.300000000E1
4.342864179E3,4.301562157E1,1.379540452E1,3.080157645E2,3.522824097E2,1.110000014E0,6.600000000E1,4.706635815E0,3.790092468E0,3.000000000E0,2.300000000E1
4.343870594E3,4.301562296E1,1.379542000E1,3.074401361E2,3.517067261E2,1.090000033E0,7.840000153E1,4.707781526E0,3.790092468E0,3.000000000E0,2.300000000E1
4.344874419E3,4.301562407E1,1.379543401E1,3.072433472E2,3.515098877E2,1.080000043E0,8.040000153E1,4.709025090E0,3.790092468E0,3.000000000E0,2.300000000E1
4.345864311E3,4.301562930E1,1.379544753E1,3.072163087E2,3.514827881E2,1.110000014E0,5.690000153E1,4.710108608E0,3.790092468E0,3.000000000E0,2.300000000E1
4.346873196E3,4.301563652E1,1.379545648E1,3.074509804E2,3.517174072E2,1.039999962E0,4.259999847E1,4.711239513E0,3.790092468E0,3.000000000E0,2.300000000E1
4.347873534E3,4.301564401E1,1.379546589E1,3.078462990E2,3.521126709E2,1.029999971E0,4.650000000E1,4.712469618E0,3.790092468E0,3.000000000E0,2.300000000E1
4.348896909E3,4.301565250E1,1.379547559E1,3.080341022E2,3.523004150E2,1.070000052E0,4.209999847E1,4.713619188E0,3.790092468E0,3.000000000E0,2.400000000E1
4.349864834E3,4.301565952E1,1.379548597E1,3.083386632E2,3.526049194E2,1.080000043E0,4.740000153E1,4.714773305E0,3.790092468E0,3.000000000E0,2.400000000E1
4.350873697E3,4.301566767E1,1.379549476E1,3.077143895E2,3.519805908E2,1.090000033E0,4.640000153E1,4.715949599E0,3.790092468E0,3.000000000E0,2.400000000E1
4.351875701E3,4.301567692E1,1.379550178E1,3.081157484E2,3.523818970E2,1.070000052E0,2.989999962E1,4.717214380E0,3.790092468E0,3.000000000E0,2.400000000E1
4.352870440E3,4.301568783E1,1.379550618E1,3.083999776E2,3.526660767E2,1.110000014E0,1.450000000E1,4.718631208E0,3.790092468E0,3.000000000E0,2.400000000E1
4.353873825E3,4.301570055E1,1.379550720E1,3.085280125E2,3.527940674E2,1.090000033E0,3.000000000E0,4.719953332E0,3.790092468E0,3.000000000E0,2.400000000E1
4.354875825E3,4.301571226E1,1.379551002E1,3.082584061E2,3.525244141E2,1.070000052E0,1.500000000E1,4.721093423E0,3.790092468E0,3.000000000E0,2.400000000E1
4.355877307E3,4.301572047E1,1.379551842E1,3.083928594E2,3.526588135E2,1.049999952E0,4.200000000E1,4.722150218E0,3.790092468E0,3.000000000E0,2.400000000E1
4.356878264E3,4.301572759E1,1.379552703E1,3.084128690E2,3.526787720E2,1.059999943E0,4.179999924E1,4.723330737E0,3.790092468E0,3.000000000E0,2.400000000E1
4.357879774E3,4.301573432E1,1.379553826E1,3.085932253E2,3.528590698E2,1.090000033E0,5.470000076E1,4.724538359E0,3.790092468E0,3.000000000E0,2.400000000E1
4.358873076E3,4.301574079E1,1.379555019E1,3.088405996E2,3.531063843E2,1.090000033E0,5.740000153E1,4.725693898E0,3.790092468E0,3.000000000E0,2.400000000E1
4.359881956E3,4.301574617E1,1.379556235E1,3.079240308E2,3.521897583E2,1.070000052E0,6.270000076E1,4.726910816E0,3.790092468E0,3.000000000E0,2.400000000E1
4.360873728E3,4.301575430E1,1.379557237E1,3.071755545E2,3.514412231E2,1.059999943E0,3.359999847E1,4.728085153E0,3.790092468E0,3.000000000E0,2.400000000E1
4.361864837E3,4.301576096E1,1.379558358E1,3.073717186E2,3.516373291E2,1.110000014E0,4.950000000E1,4.729258150E0,3.790092468E0,3.000000000E0,2.400000000E1
4.362872580E3,4.301576908E1,1.379559279E1,3.070918066E2,3.513573608E2,1.059999943E0,4.070000076E1,4.730381368E0,3.790092468E0,3.000000000E0,2.400000000E1
4.363869271E3,4.301577633E1,1.379560241E1,3.069245641E2,3.511900635E2,1.070000052E0,3.929999924E1,4.731520816E0,3.790092468E0,3.000000000E0,2.400000000E1
4.364873601E3,4.301578383E1,1.379561196E1,3.068439310E2,3.511093750E2,1.019999981E0,5.279999924E1,4.732615828E0,3.790092468E0,3.000000000E0,2.400000000E1
4.365878691E3,4.301578997E1,1.379562249E1,3.067310702E2,3.509964600E2,1.059999943E0,5.520000076E1,4.733921586E0,3.790092468E0,3.000000000E0,2.300000000E1
4.366886168E3,4.301580001E1,1.379563082E1,3.073668719E2,3.516322021E2,1.049999952E0,2.510000038E1,4.735114002E0,3.790092468E0,3.000000000E0,2.300000000E1
4.367887216E3,4.301580818E1,1.379564032E1,3.078088238E2,3.520740967E2,1.110000014E0,4.290000153E1,4.736266894E0,3.790092468E0,3.000000000E0,2.300000000E1
4.368863819E3,4.301581649E1,1.379564880E1,3.076091713E2,3.518743896E2,1.039999962E0,4.109999847E1,4.737428313E0,3.790092468E0,3.000000000E0,2.300000000E1
4.369874887E3,4.301582358E1,1.379565929E1,3.079559081E2,3.522210693E2,1.019999981E0,5.050000000E1,4.738514045E0,3.790092468E0,3.000000000E0,2.300000000E1
4.370876761E3,4.301583178E1,1.379566654E1,3.078379162E2,3.521030273E2,1.029999971E0,4.279999924E1,4.739511183E0,3.790092468E0,3.000000000E0,2.300000000E1
4.371868451E3,4.301583867E1,1.379567439E1,3.072786379E2,3.515437012E2,1.049999952E0,4.879999924E1,4.740566118E0,3.790092468E0,3.000000000E0,2.300000000E1
4.372875245E3,4.301584351E1,1.379568555E1,3.067688024E2,3.510338135E2,1.019999981E0,6.530000305E1,4.741633574E0,3.790092468E0,3.000000000E0,2.300000000E1
4.373878544E3,4.301584874E1,1.379569656E1,3.064783279E2,3.507432861E2,1.019999981E0,5.020000076E1,4.742717500E0,3.790092468E0,3.000000000E0,2.300000000E1
4.374871075E3,4.301585243E1,1.379570890E1,3.060079212E2,3.502728271E2,1.049999952E0,6.350000000E1,4.743808060E0,3.790092468E0,3.000000000E0,2.200000000E1
4.375871584E3,4.301585799E1,1.379571995E1,3.064618327E2,3.507266846E2,1.029999971E0,5.970000076E1,4.745212118E0,3.790092468E0,3.000000000E0,2.200000000E1
4.376868696E3,4.301586853E1,1.379572946E1,3.065362385E2,3.508010254E2,1.289999962E0,4.450000000E1,4.746367648E0,3.790092468E0,3.000000000E0,2.200000000E1
4.377869942E3,4.301587537E1,1.379574016E1,3.064493205E2,3.507140503E2,1.049999952E0,5.600000000E1,4.747588106E0,3.790092468E0,3.000000000E0,2.200000000E1
4.378870817E3,4.301588347E1,1.379575029E1,3.062770774E2,3.505417480E2,1.059999943E0,4.820000076E1,4.748821956E0,3.790092468E0,3.000000000E0,2.300000000E1
4.379871465E3,4.301589059E1,1.379576193E1,3.059723289E2,3.502369385E2,1.090000033E0,5.500000000E1,4.750162269E0,3.790092468E0,3.000000000E0,2.300000000E1
4.380865249E3,4.301589900E1,1.379577374E1,3.060281807E2,3.502927246E2,1.049999952E0,5.259999847E1,4.751391756E0,3.790092468E0,3.000000000E0,2.300000000E1
4.381871629E3,4.301590685E1,1.379578439E1,3.058185851E2,3.500830688E2,1.080000043E0,4.950000000E1,4.752568130E0,3.790092468E0,3.000000000E0,2.300000000E1
4.382870904E3,4.301591549E1,1.379579274E1,3.056489624E2,3.499133911E2,1.080000043E0,4.070000076E1,4.753788455E0,3.790092468E0,3.000000000E0,2.300000000E1
